,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2023-11-01,Commercial,0,0,0,1.0
1,2023-11-01,Duplex,0,0,0,10.0
2,2023-11-01,Empty Lot,0,0,0,72.0
3,2023-11-01,Multi-Unit,0,0,0,4.0
4,2023-11-01,Single-Family,0,0,0,10.0
5,2023-11-01,Residential,0,0,0,24.0
6,2023-11-01,Mixed-Use/Other,0,0,0,0.0
7,2023-11-01,Residential,0,0,0,24.0
8,2023-11-01,Mixed-Use/Other,0,0,0,0.0
9,2023-11-01,Residential,0,0,0,24.0
10,2023-11-01,Mixed-Use/Other,0,0,0,0.0
11,2023-11-01,Residential,0,0,0,24.0
12,2023-11-01,Mixed-Use/Other,0,0,0,0.0
13,2023-11-01,Residential,0,0,0,24.0
14,2023-11-01,Mixed-Use/Other,0,0,0,0.0
15,2023-11-01,Residential,0,0,0,24.0
16,2023-11-01,Mixed-Use/Other,0,0,0,0.0
