,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2021-04-01,Commercial,0,0,0,1.0
1,2021-04-01,Duplex,0,0,0,12.0
2,2021-04-01,Empty Lot,0,0,0,42.0
3,2021-04-01,Multi-Unit,0,0,0,3.0
4,2021-04-01,Single-Family,0,0,0,16.0
5,2021-04-01,Residential,0,0,0,31.0
6,2021-04-01,Mixed-Use/Other,0,0,0,0.0
7,2021-04-01,Residential,0,0,0,31.0
8,2021-04-01,Mixed-Use/Other,0,0,0,0.0
9,2021-04-01,Residential,0,0,0,31.0
10,2021-04-01,Mixed-Use/Other,0,0,0,0.0
11,2021-04-01,Residential,0,0,0,31.0
12,2021-04-01,Mixed-Use/Other,0,0,0,0.0
13,2021-04-01,Residential,0,0,0,31.0
14,2021-04-01,Mixed-Use/Other,0,0,0,0.0
15,2021-04-01,Residential,0,0,0,31.0
16,2021-04-01,Mixed-Use/Other,0,0,0,0.0
