,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2022-10-18,Commercial,0,0,0,1.0
1,2022-10-18,Duplex,0,0,0,10.0
2,2022-10-18,Empty Lot,0,0,0,85.0
3,2022-10-18,Multi-Unit,0,0,0,4.0
4,2022-10-18,Single-Family,0,0,0,10.0
5,2022-10-18,Residential,0,0,0,24.0
6,2022-10-18,Mixed-Use/Other,0,0,0,0.0
7,2022-10-18,Residential,0,0,0,24.0
8,2022-10-18,Mixed-Use/Other,0,0,0,0.0
9,2022-10-18,Residential,0,0,0,24.0
10,2022-10-18,Mixed-Use/Other,0,0,0,0.0
11,2022-10-18,Residential,0,0,0,24.0
12,2022-10-18,Mixed-Use/Other,0,0,0,0.0
13,2022-10-18,Residential,0,0,0,24.0
14,2022-10-18,Mixed-Use/Other,0,0,0,0.0
15,2022-10-18,Residential,0,0,0,24.0
16,2022-10-18,Mixed-Use/Other,0,0,0,0.0
